Date,US,EU,EM,Tech,EU HY,Me A Ee
2023-06-05,0.14155211793257472,0.1595642812503839,0.13941343837238357,0.17152545355226845,0.052330935060324206,0.09741665418130765
2023-06-06,0.14077276897109559,0.15959262173170277,0.13615914281791777,0.1718152512982073,0.05233304501256439,0.0978344436021176
2023-06-07,0.13916142726502245,0.1573700224717367,0.13602452284764394,0.15349818105385138,0.05055298061788685,0.09887035186950863
2023-06-08,0.1411591494362212,0.1572613531979474,0.13492055416013565,0.15391900474615963,0.05045597326244245,0.09892533722915717
2023-06-09,0.14224241588143682,0.15581452453488406,0.13226848053707907,0.1520570982325266,0.05054685915087818,0.09875718333559401
2023-06-12,0.14218214981388236,0.1560823896360459,0.13092530312472642,0.15284684730288473,0.05063606610608349,0.09938528700797936
2023-06-13,0.14169041802678148,0.15645573520881,0.131224498816933,0.15401031231695908,0.05064399608369493,0.09927241075798947
2023-06-14,0.1415115300222362,0.15608437423973773,0.13146952889975264,0.1539913460962554,0.05060208408736107,0.0994019756406361
2023-06-15,0.14096158331258093,0.15489120041801022,0.13142392797786517,0.15188946128593012,0.05050197544155399,0.09983220530934396
2023-06-16,0.14038780291338868,0.15441613268461118,0.13145139148256563,0.1517336784142683,0.05050107727834786,0.09933683464141756
2023-06-19,0.14036643514697636,0.15500257115095825,0.13141142729472002,0.1518573509760631,0.05049891427199635,0.09906707779564193
2023-06-20,0.14076492481784295,0.15446237199521748,0.12998463565025584,0.15169026543998612,0.05054781906931056,0.09976389059251001
2023-06-21,0.1408466488699096,0.15451329386408452,0.1307630550049711,0.15357981771233273,0.05072626055482012,0.09978386679993662
2023-06-22,0.14042716366763852,0.15439376578546943,0.13056491738093057,0.1481845778931049,0.05072473823272694,0.10185397404376462
2023-06-23,0.1405906379497305,0.15496271795012084,0.1305591908976932,0.14866930171067266,0.0507236164652673,0.10144395327897159
2023-06-26,0.13995279693256926,0.15473226099186801,0.13036645911278302,0.1460729685321773,0.0509207637792604,0.10078134077102933
2023-06-27,0.14077431073982666,0.1549270662137326,0.1288931880498586,0.14598557460187614,0.05170717503536194,0.10066930686563698
2023-06-28,0.14051610020571678,0.15543677454525962,0.1266232683136518,0.14819546118425894,0.051419038930030185,0.10063979133753677
2023-06-29,0.13976765919583464,0.15147084267348865,0.12476579387577653,0.1480049350691049,0.05140239129307766,0.10063979133753677
2023-06-30,0.13969067204129854,0.1499493700852431,0.12420489171902215,0.14820275404434732,0.0514170678276971,0.09913618162401001
2023-07-03,0.13795401818919295,0.149872727383738,0.12534760639454415,0.14824066297361815,0.05139614897074199,0.1024077747709056
2023-07-04,0.13764968980800368,0.14954153917632024,0.12532837724192636,0.14806017546217767,0.05139715414118757,0.10191028778889895
2023-07-05,0.1376835929160461,0.15013741854493942,0.12716925477734028,0.14814675961263055,0.05205475070777152,0.10237393193635447
2023-07-06,0.13643602414086065,0.15593034486396037,0.12862037351512293,0.1476449424862604,0.0540691676394048,0.1035057470572031
2023-07-07,0.13578839797773315,0.15578053144853424,0.12904230152915966,0.1473986992140754,0.053681315319272435,0.10270587769060568
2023-07-10,0.13659427461289556,0.15558741674100046,0.12894125553971503,0.1465341422750419,0.05364954288916098,0.10299681483977685
2023-07-11,0.13642764821569106,0.1557505987455036,0.1295206260371119,0.14680729701455683,0.05467758394450871,0.10493761076313898
2023-07-12,0.13655473930831277,0.15837416398534873,0.12782967647523705,0.14673958078866445,0.05481000035247277,0.10563094248386119
2023-07-13,0.12024591885219159,0.157268341811887,0.11948602724160569,0.13789304336147554,0.05452760177738614,0.10568198398892918
2023-07-14,0.11893600093615862,0.14742205793839375,0.11961586133270281,0.13472365641633652,0.05358547042094868,0.09538675761488773
2023-07-17,0.11727977137226817,0.14490696587554713,0.11869551023126582,0.13232178411384088,0.05378030084230551,0.09490240087222708
