Date,US,EU,EM,Tech,EU HY,Me A Ee
2023-02-28,0.014399712005759957,0.018965517241379404,-0.028206667030388988,0.005851375073142373,0.0010869565217392907,-0.023299999999999987
2023-03-31,0.007748269947358999,0.021432600112803124,-0.015326746013923254,0.03519488074461896,-0.0071283576452816355,0.006245520630695278
2023-04-30,0.008275619204132001,0.01656543346217565,0.0003991105536234052,-0.04158471480753034,0.007797641688855217,0.027879527879527854
2023-05-31,0.05757028930671182,-0.02172732210755013,0.027641627721417983,0.07182644385810621,0.009624457444800782,-0.018313205305879987
2023-06-30,0.030328049317481343,0.04330927262631867,0.040984970328878045,0.02844638949671774,0.0025233644859812276,0.02934355147726131
2023-07-31,0.020193386398846158,0.01756253326237367,0.014384656366542403,0.033776595744680726,0.008716323296354966,0.06122648902821326
2023-08-31,0.015866366444991398,-0.03870292887029303,-0.031039915966386555,-0.012863390789812246,0.00586849036550996,-0.019015969722145365
2023-09-30,-0.016340206185566974,-0.02611534276387384,0.036153721068892475,-0.01407349491790455,0.003031973539139976,-0.01590288886797775
2023-10-31,-0.03343289839123842,-0.028491620111731786,-0.01046243984097095,-0.04176579434311389,-0.004946413849958864,-0.027634346911455387
2023-11-30,0.0639739766874492,0.08050603795284639,0.06608162402199191,0.10427586206896544,0.029872042713799285,0.03313993509686308
2023-12-31,0.030369426751592377,0.03459286854709953,0.011702866210453244,0.057456907319510364,0.028737430167597777,0.01837045497810763
2024-01-31,0.054843974086346,0.03343621399176944,-0.04303499656896381,0.017481691471769478,0.01442349465635595,0.021216936162258282
2024-02-29,0.05578996718237206,0.04977600796416137,0.01782421634910869,0.04156025075458558,-0.0009850107066380343,0.026542192934285058
2024-03-31,0.04120781527531081,0.04504504504504503,0.022242351046698916,0.030316540347748555,0.0012003258027177832,0.004814550641940141
2024-04-30,-0.008103036506311723,-0.02404718693284924,0.03347445111745606,-0.022501081782777987,-0.0005138086062941305,0.014729370008873088
2024-05-31,0.012855791555593798,0.022780102278010084,0.004382204439363768,0.01195219123505975,0.009296148738379806,-0.031566981462049615
2024-06-30,0.07080697881733666,-0.017727272727272703,-0.001280470454329885,0.07020997375328086,0.00522071307300509,0.061851015801354325
2024-07-31,-0.023270564915758185,-0.00509023600185099,-0.0004273707203571453,-0.0008174943797261136,0.013511801714309879,0.014710884353741571
2024-08-31,0.00048705252049674463,0.018604651162790642,-0.020760095011876478,-0.014726938024135827,0.011623547056617944,-0.0073745076678118915
2024-09-30,0.0057200811359026105,0.009589041095890538,0.07985252025420864,0.014116670126634867,0.012190099662301224,0.004896580835795694
2024-10-31,0.04215239401395676,-0.032112166440524725,-0.042364886113482214,0.013510747185260907,0.0036211245829602667,-0.003360497353608327
2024-11-30,0.08097228673169199,-0.002803738317756932,-0.014871458059673381,0.055948293274086014,0.007459358657315507,0.03312821377391906
2024-12-31,-0.01937124033228288,0.018744142455482615,0.00947664174484486,0.009755164498852276,0.0077662870709429566,0.04275456919060039
2025-01-31,0.028955343776244202,0.08095676172953081,0.028681951127464966,0.0335290774767949,0.006748123302986686,0.0368544600938967
2025-02-28,-0.04418026969481903,0.03404255319148941,0.05489314867467665,-0.022543988269794757,0.009756871455201654,0.008150328277111152
2025-03-31,-0.10484499721551888,-0.03827160493827164,-0.0029561361561535326,-0.092630789424339,-0.010526729250952549,-0.0012725503405944805
2025-04-30,-0.07059018705155329,-0.010697475395806566,-0.05493786788750821,-0.04505063029551559,0.0,-0.04939289461849794
2025-05-31,0.09331072337007451,0.05276816608996526,-0.0017531718569780974,0.08201687946331959,0.014092334563931663,0.029015217219900524
2025-06-30,0.02555102040816326,-0.010271158586688589,0.02602024310209372,0.033400000000000096,0.005284584670789849,0.009807677572599705
2025-07-31,0.06041550585051336,0.006641760066417701,0.06977477477477478,0.04683568802012772,0.011487091624157841,0.04742393201305117
2025-08-31,-0.01884101486263312,0.0020618556701030855,-0.002652743273400926,-0.014235533370308806,-0.0016938712657837973,0.009924659518980139
2025-09-30,0.013158901384744848,0.03539094650205765,0.03318415941906605,0.05738934733683432,0.010488971155329319,0.032709274800946764
2025-10-31,0.043721211205919985,0.024642289348171698,0.056922196796338476,0.05675771550195097,0.004617615631201222,0.015906091546850076
2025-11-30,-0.012516278396758729,0.0015515903801395226,0.004600811907983671,-0.04347096341054035,-0.00015194681861352421,-0.013058936141118527
2025-12-31,-0.002014799619019736,0.02323780015491872,0.028132697044334964,0.018775223723460188,0.0037232627939669527,0.034430204364392036
2026-01-31,-0.012810630253643152,0.027630582891748467,0.06232453677709171,0.016190148122631642,0.008251637079374818,0.07614519153495847
2026-02-28,-0.01888897151781066,0.03462246777163913,0.02854122621564459,-0.016610169491525384,0.0019521717911175074,0.01642914929367123
2026-03-31,-0.04032441446221491,-0.09113563545745818,-0.11366906474820127,-0.048948638400551636,-0.027202218142305834,-0.0852874548460173
2026-04-30,0.09584550983334661,0.06306306306306309,0.06110853432281993,0.13446901051105487,0.01906559334437463,0.03206157965194101
2026-05-31,0.05001982053407339,0.037582903463522443,0.05503952209230323,0.0907348242811501,0.008163882379620624,0.023153252480705655
2026-06-30,0.013934173044582554,0.04758522727272729,0.0029346775307279582,-0.040421792618629215,0.006035840143960414,-0.01926977687626774
2026-07-31,-0.00883458010357785,0.0016949152542373724,0.034631140486763856,-0.009157509157509125,-0.004546301471958336,0.01712771458117901
2026-08-31,0.0036882726589713144,0.006091370558375608,-0.025453335551489098,0.04805914972273584,0.004791674465616014,0.06684882760373623
2026-09-30,-0.006090506975161447,-0.00941809619912548,-0.004370092181631868,0.0,-0.0009314109012331651,-0.00673059741497406
