generated_at,common_start,last_date,rolling_window_days,trading_days,risk_free_default,funds
2026-09-01 13:59:35 UTC,2023-01-31,2026-08-31,90,252,0.0,"US,EU,EM,Tech,EU HY,Me A Ee"
