Date,US~EU,US~EM,US~Tech,US~EU HY,US~Me A Ee,EU~EM,EU~Tech,EU~EU HY,EU~Me A Ee,EM~Tech,EM~EU HY,EM~Me A Ee,Tech~EU HY,Tech~Me A Ee,EU HY~Me A Ee
2025-06-30,0.712634530038986,0.6731374195947579,0.7924253122910291,0.617514915785802,0.7890157835773942,0.7205176637565652,0.8116826939769382,0.5905755469506944,0.7954463113817046,0.7241869811428426,0.5596079660597879,0.718128366486562,0.5878436392608551,0.7553625430169867,0.6724613360206693
2025-07-01,0.7125842630711089,0.6724022491416761,0.7921486855846587,0.616885941063364,0.7887217395489075,0.7169488307171837,0.8141076595141139,0.5914190831335764,0.7968631066637373,0.7261549070332285,0.5605666460938863,0.718562217815452,0.587754614022334,0.7549508538309316,0.6718557885312988
2025-07-02,0.7146005934879066,0.6731439664938694,0.792565096020993,0.6219284504131967,0.7887756658607373,0.7262290581184414,0.8148046588828854,0.6071182257308533,0.7986606575010878,0.7304539720563852,0.5571743004693662,0.7187307177477553,0.5966711472229391,0.755152580555815,0.6774007520384232
2025-07-03,0.7154190563839676,0.6777927813126879,0.7926800227018442,0.6223619378451184,0.7882524507173236,0.7377016800704074,0.8163209258379993,0.6113868177242631,0.7984684168111468,0.7306800688492939,0.5481806809452573,0.7214264054208198,0.593404719250144,0.7563302234051198,0.6759699298739895
2025-07-04,0.7151009471959585,0.6782262765484115,0.7908628206615782,0.6263313957637305,0.7884698390557083,0.7389159527963833,0.8199119720450396,0.6039350077069712,0.8009256432508476,0.7270276327838974,0.5576408513631195,0.7210071493936199,0.5960740600123934,0.7550529407670188,0.6838112989182258
2025-07-07,0.7045398315111344,0.6764964573945725,0.7836809023910626,0.6314781850893235,0.7836181244853999,0.7393222624688077,0.8116754310552109,0.6111030007494969,0.7955723500502838,0.7267607968280619,0.5574081215891247,0.7188366270562081,0.6013771399135522,0.7495459366573036,0.6864471746046862
2025-07-08,0.7338923798546145,0.6888256874537229,0.7848993216770174,0.6143324071738948,0.7863629576299569,0.7398886748095265,0.8265479655348275,0.6559153054189633,0.8067601892249355,0.730878959420329,0.5784875291876636,0.7213608024909196,0.6023159223554653,0.7498053099798512,0.693614795176172
2025-07-09,0.7356726764398173,0.7041920161849811,0.7852124316221187,0.6128698072529742,0.7868126420390208,0.7343415898346061,0.8192361880916559,0.6637027249173436,0.8067021075281852,0.738624400410582,0.6415251389490453,0.730216003772727,0.6208822077431561,0.7484829562322644,0.7006564514068097
2025-07-10,0.7353314015092706,0.7039237479428706,0.7852391706181711,0.6125579934624191,0.7877801722857114,0.7350687938091783,0.8170661160036229,0.6638038387750596,0.8094806023631157,0.7431546072484903,0.6417926269110696,0.7300554444145093,0.6223129465992712,0.7534193445644238,0.7011782118644269
2025-07-11,0.7286349481004903,0.7104769497390653,0.7852609645977373,0.6352018965299475,0.7855844458173046,0.7375542388652979,0.817282502471782,0.681678901392973,0.8079681356204353,0.7435789885351719,0.6451106418910513,0.7318535318446503,0.6318964342989687,0.7528317318316213,0.7151701427272121
2025-07-14,0.7254038763356502,0.7065280617428672,0.7830078919778451,0.6336705080732328,0.7836844685532203,0.7321963851652208,0.8144248634628003,0.680911553419296,0.8065623564725999,0.7384843970204963,0.6426882734563601,0.7278760831911811,0.6315322584238217,0.7512058405723097,0.7141743871529478
2025-07-15,0.7233918559308236,0.7102161444867748,0.7832525319366348,0.6345952755856945,0.7844419632700286,0.7351670858802749,0.811602182005348,0.6736276789179112,0.8051476920166887,0.744757282528376,0.640550131570575,0.7369212026847388,0.6357778423154546,0.7501602636495681,0.7176007560941708
